name,status,oldPrerequisite,newPrerequisite,prerequisiteChanged,oldBenefit,newEffect,oldSummary,newSummary,sourceUrl
Rebel Military Training,updated,Running Attack,Running Attack,no,Gain a dodge bonus to Reflex Defense when using Running Attack.,"Whenever you use the Running Attack feat to move both before and after making an attack, you gain a +2 dodge bonus to your Reflex Defense until the start of your next turn.",Gain a dodge bonus to Reflex Defense when using Running Attack.,Gain a dodge bonus to Reflex Defense when using Running Attack.,https://swse.fandom.com/wiki/Rebel_Military_Training
Master of Disguise,updated,"Trained in Deception, Charisma 13","Trained in Deception, Charisma 13",no,"Gain +5 to creating a Deceptive Appearance or a Forged Document, and reduce the penalty for rushing.","You gain a +5 insight bonus to your Deception check when creating a Deceptive Appearance. In addition, you can rush the process by taking a -2 penalty to the Deception check.","Gain +5 to creating a Deceptive Appearance or a Forged Document, and reduce the penalty for rushing.","Gain +5 to creating a Deceptive Appearance or a Forged Document, and reduce the penalty for rushing.",https://swse.fandom.com/wiki/Master_of_Disguise
Attack Combo (Ranged),updated,Base Attack Bonus +3,Base Attack Bonus +3,no,Deal +1 die of damage on ranged attacks until the end of your next turn after hitting an enemy with two ranged attacks.,"If you hit a single target with two consecutive ranged attacks during the same turn, any additional ranged attacks you make until the end of your next turn (including Attacks of Opportunity and attacks made as Reactions) deal +1 die of damage on a hit. This extra damage stacks with extra damage granted by other Feats or Talents.",Deal +1 die of damage on ranged attacks until the end of your next turn after hitting an enemy with two ranged attacks.,Deal +1 die of damage on ranged attacks until the end of your next turn after hitting an enemy with two ranged attacks.,https://swse.fandom.com/wiki/Attack_Combo_(Ranged)
Far Shot,updated,Point-Blank Shot,Point-Blank Shot,no,"Range penalties for Short-, Medium-, and Long-ranged attacks are reduced.","When you use a ranged weapon against targets at Short, Medium, or Long Range, the Range category is considered one less. In other words, you take no penalty on ranged attack rolls made at Short Range, a -2 penalty on ranged attack rolls made against targets at Medium Range, and a -5 penalty on ranged attack rolls made against targets at Long Range.","Range penalties for Short-, Medium-, and Long-ranged attacks are reduced.","Range penalties for Short-, Medium-, and Long-ranged attacks are reduced.",https://swse.fandom.com/wiki/Far_Shot
Long Haft Strike,updated,None,None,no,You can wield a long-handled weapon as a Double Weapon.,"When you use a Lightsaber Pike or a Long-Handle Lightsaber, you can attack with both ends of the weapon, treating it as a double weapon.",You can wield a long-handled weapon as a Double Weapon.,You can wield a long-handled weapon as a Double Weapon.,https://swse.fandom.com/wiki/Long_Haft_Strike
Tireless Squad,db_only_not_updated,Trained in Endurance,Trained in Endurance,no,Gain bonuses on Endurance checks when near allies.,Gain bonuses on Endurance checks when near allies.,Gain bonuses on Endurance checks when near allies.,Gain bonuses on Endurance checks when near allies.,
Improvised Weapon Mastery,updated,Weapon Proficiency (Simple Weapons),Weapon Proficiency (Simple Weapons),no,"Treat Improvised Weapons as Simple Weapons, deal +1d6 points of damage.","You treat all Improvised Weapons as Simple Weapons, and you can use them without penalty and with Talents and Feats designed for use with Simple Weapons. You also deal an additional 1d6 points of damage on a successful hit.","Treat Improvised Weapons as Simple Weapons, deal +1d6 points of damage.","Treat Improvised Weapons as Simple Weapons, deal +1d6 points of damage.",https://swse.fandom.com/wiki/Improvised_Weapon_Mastery
Hew,db_only_not_updated,Power Attack,Power Attack,no,"When you use Power Attack, you ignore an amount of damage reduction equal to your base attack bonus.","When you use Power Attack, you ignore an amount of damage reduction equal to your base attack bonus.","When you use Power Attack, you ignore an amount of damage reduction equal to your base attack bonus.","When you use Power Attack, you ignore an amount of damage reduction equal to your base attack bonus.",
Mission Specialist,updated,None,None,no,Grant bonus to allies' Untrained Skill Checks with a particular Skill.,Choose one Skill in which you are Trained. Allies who are not Trained in that Skill gain a +2 competence bonus to the Skill while they are within 12 squares of you.,Grant bonus to allies' Untrained Skill Checks with a particular Skill.,Grant bonus to allies' Untrained Skill Checks with a particular Skill.,https://swse.fandom.com/wiki/Mission_Specialist
Mechanical Martial Arts,updated,"Droid, Martial Arts I, Base Attack Bonus +1","Droid, Martial Arts I, Base Attack Bonus +1",no,Give an enemy a -5 penalty on attack and damage rolls for one round after striking it in Unarmed combat.,"When you successfully damage an enemy with an Unarmed Attack, the enemy takes a -5 penalty to all melee attack rolls and damage rolls until the start of your next turn.",Give an enemy a -5 penalty on attack and damage rolls for one round after striking it in Unarmed combat.,Give an enemy a -5 penalty on attack and damage rolls for one round after striking it in Unarmed combat.,https://swse.fandom.com/wiki/Mechanical_Martial_Arts
Force of Personality,updated,Charisma 13,Charisma 13,no,Use Wisdom or Charisma to determine Will Defense.,You can use either your Wisdom modifier or your Charisma modifier to determine your Will Defense.,Use Wisdom or Charisma to determine Will Defense.,Use Wisdom or Charisma to determine Will Defense.,https://swse.fandom.com/wiki/Force_of_Personality
Mon Calamari Shipwright,db_only_not_updated,Mon Calamari,Mon Calamari,no,Reroute Power more quickly and without the risk of failure.,Reroute Power more quickly and without the risk of failure.,Reroute Power more quickly and without the risk of failure.,Reroute Power more quickly and without the risk of failure.,
Improved Opportunistic Trickery,updated,"Combat Reflexes, Opportunistic Trickery","Combat Reflexes, Opportunistic Trickery",no,Sacrifice Attack of Opportunity to reduce target's Reflex Defense by 5.,"Whenever an opponent provokes an Attack of Opportunity from you, once per turn you can sacrifice the attack to reduce the target's Reflex Defense by 5 until the end of the target's next turn.",Sacrifice Attack of Opportunity to reduce target's Reflex Defense by 5.,Sacrifice Attack of Opportunity to reduce target's Reflex Defense by 5.,https://swse.fandom.com/wiki/Improved_Opportunistic_Trickery
Unleashed,updated,"Have a Destiny, Gamemaster's Approval","Have a Destiny, Receive the Gamemaster's Approval",yes,Unlocks Unleashed Abilities.,You can activate Unleashed Abilities by spending a Destiny Point. You must also have the Force Sensitivity Feat in order to activate Force Unleashed Abilities for Force Powers and Force Talents.,Unlocks Unleashed Abilities.,Unlocks Unleashed Abilities.,https://swse.fandom.com/wiki/Unleashed
Regenerative Healing,db_only_not_updated,Trandoshan,Trandoshan,no,Regain more Hit Points (but more slowly) when you catch a Second Wind.,Regain more Hit Points (but more slowly) when you catch a Second Wind.,Regain more Hit Points (but more slowly) when you catch a Second Wind.,Regain more Hit Points (but more slowly) when you catch a Second Wind.,
Increased Agility,updated,Conditioning,Conditioning,no,"Increase Climb Speed, Swim Speed, and Jump distance by 2 squares.","You increase your Climb Speed, Swim Speed and Jump distance by +2 squares and do not lose your Dexterity bonus to Reflex Defense when climbing.","Increase Climb Speed, Swim Speed, and Jump distance by 2 squares.","Increase Climb Speed, Swim Speed, and Jump distance by 2 squares.",https://swse.fandom.com/wiki/Increased_Agility
Lightning Reflexes,db_only_not_updated,,,no,You gain a +2 bonus to your Reflex Defense.,You gain a +2 bonus to your Reflex Defense.,You gain a +2 bonus to your Reflex Defense.,You gain a +2 bonus to your Reflex Defense.,
Biotech Specialist,updated,Trained in Mechanics,Trained in Mechanics,no,Make custom modifications to Yuuzhan Vong Biotech.,"You can modify a Biotech device, suit of armor, weapon, or Vehicle so that it gains a specific trait. You can perform only one modification at a time. Unless noted otherwise, you cannot grant more than one benefit to a single device, suit of armor, weapon, or Vehicle, and you cannot apply the same benefit more than once.

Before beginning the modification, you must pay one tenth the cost of the device, suit of armor, weapon, or Vehicle you wish to modify or 1,000 credits, whichever is more. Completing the modification requires one day per 1,000 credits of the modification cost. At the end of this time, make a DC 20 Mechanics check; you can't Take 10 or Take 20 on this check. If the check succeeds, the modification is completed successfully, and the object gains the desired trait. If the check fails, you lose all credits spent making the modification, and the object doesn't gain the desired trait. However, you may start over if you wish.

Due to the specialized nature of Biotechnology, only other characters with the Biotech Specialist Feat can assist you, reducing proportionately the time needed to complete the modification. At the end of the modification process, they can make a Mechanics check to aid your check.

The market value of a modified item is equal to the base cost of the item + double the cost of the modifications made to it (not including credits wasted on failed attempts).

ARMOR TRAITS | BENEFIT
Agile Armor | The armor's maximum Dexterity bonus increases by 1.
Fortifying Armor | The armor's Equipment bonus to Fortitude Defense increases by 1.
Protective Armor | The armor's Armor bonus to Reflex Defense increases by 1.
DEVICE TRAITS | BENEFIT
Add Device to Creature | Alter a bioengineered creature to accept a biotech or standard technological enhancement such as a miniaturized Sensor Pack.
Enhanced Strength | Increase the device's Strength score by 2.
Improved Durability | The device's Damage Reduction increases by 1, and it gains extra Hit Points equal to one-quarter of its maximum Hit Points.
Mastercraft Device | Skill Checks made using the device gain a +1 Equipment bonus, or the device's existing Equipment bonus increases by 1.
VEHICLE TRAITS | BENEFIT
Dovin Basal Enhancement | Increase the effects of a Dovin Basal to grant one of the following benefits to a Starship: +1 additional square of movement at Starship Scale, +2 SR, or +1 die of damage when using a Dovin Basal.
Enhanced Dexterity | Increase the Vehicle's Dexterity score by 2.
Improved Speed | Increase the Vehicle's Speed by one-quarter of its base Speed (minimum 1 square).
WEAPON TRAITS | BENEFIT
Improved Accuracy | The weapon gains a +1 Equipment bonus on attack rolls.
Improved Damage | The weapon deals +2 points of damage with a successful hit. If the weapon has a damage multiplier (for example, 6d10x2), apply the extra damage before applying the multiplier.
Selective Fire | An Autofire -only ranged weapon can be set to fire single shots, or a single-shot weapon can be made to have an Autofire mode. This cannot be applied to weapons that have a Burst radius or Splash radius.",Make custom modifications to Yuuzhan Vong Biotech.,Make custom modifications to Yuuzhan Vong Biotech.,https://swse.fandom.com/wiki/Biotech_Specialist
